learning_rate,step,train_loss,seq_len,epoch
4e-08,0,,,
,49,0.7303977012634277,2048.0,0
,99,0.7269145846366882,2048.0,0
1.871588680027274e-07,100,,,
,149,0.7244005799293518,2048.0,0
